rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,date,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,selfMade_indicator
787,3600,Finance & Investments,Leonid Boguslavsky,71.0,Italy,Florence,Venture capital,Finance & Investments,Canada,True,D,M,Boguslavsky,Leonid,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
787,3600,Finance & Investments,Jim Coulter,63.0,United States,San Francisco,Private equity,Finance & Investments,United States,True,U,M,Coulter,Jim,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
787,3600,Automotive,Nicolas D'Ieteren,47.0,Switzerland,Anzere,"Auto parts, distribution",Automotive,Belgium,False,N,M,D'Ieteren,Nicolas ,,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Inherited Wealth
787,3600,Food & Beverage,Beatriz Davila de Santo Domingo,84.0,Bermuda,New York,Beer,Food & Beverage,Colombia,False,U,F,Davila de Santo Domingo,Beatriz,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
787,3600,Real Estate,Bob Gaglardi,82.0,Canada,Vancouver,Hotels,Real Estate,Canada,True,U,M,Gaglardi,Bob,,4/4/2023 5:01,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Self Made Billionaires
787,3600,Finance & Investments,Jaime Gilinski Bacal,65.0,United Kingdom,London,Banking,Finance & Investments,Colombia,False,D,M,Gilinski Bacal,Jaime,Investor,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Inherited Wealth
787,3600,Gambling & Casinos,Pansy Ho,60.0,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,U,F,Ho,Pansy,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
787,3600,Finance & Investments,Alan Howard,59.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,U,M,Howard,Alan,Founder,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
787,3600,Automotive,Huang Yi,61.0,China,Beijing,Car dealerships,Automotive,Hong Kong,True,D,M,Huang,Yi,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
787,3600,Finance & Investments,Peter Kellogg,80.0,United States,Short Hills,Investments,Finance & Investments,United States,False,E,M,Kellogg,Peter,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
787,3600,Finance & Investments,Vyacheslav Kim,53.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Kazakhstan,True,U,M,Kim,Vyacheslav,,4/4/2023 5:01,182.75,5.2,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684,Self Made Billionaires
787,3600,Finance & Investments,Josh Kushner,37.0,United States,New York City,Venture capital,Finance & Investments,United States,True,U,M,Kushner,Josh,Managing Partner,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
787,3600,Real Estate,Samuel Tak Lee,83.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,Lee,Samuel Tak,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
787,3600,Real Estate,Edwin Leong,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,Leong,Edwin,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
787,3600,Finance & Investments,"Stephen Mandel, Jr.",67.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,D,M,Mandel,Stephen,Founder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
787,3600,Diversified,Mohamed Mansour,75.0,United Kingdom,London,Diversified,Diversified,Egypt,True,U,M,Mansour,Mohamed,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
787,3600,Fashion & Retail,Masahiro Miki,67.0,Japan,Tokyo,Shoes,Fashion & Retail,Japan,True,U,M,Miki,Masahiro,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
787,3600,Technology,Masahiro Noda,84.0,Japan,Tokyo,Software,Technology,Japan,True,U,M,Noda,Masahiro,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
787,3600,Technology,Cliff Obrecht,37.0,Australia,Sydney,Software,Technology,Australia,True,D,M,Obrecht,Cliff,,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Self Made Billionaires
787,3600,Technology,Melanie Perkins,35.0,Australia,Sydney,Software,Technology,Australia,True,D,F,Perkins,Melanie,Cofounder & CEO,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Self Made Billionaires
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,E,M,Pritzker,J.B.,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
787,3600,Fashion & Retail,Juan Roig,73.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,False,D,M,Roig,Juan,,4/4/2023 5:01,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,Inherited Wealth
787,3600,Real Estate,Jerry Speyer & family,82.0,United States,New York,Real estate,Real Estate,United States,True,E,M,Speyer,Jerry,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
787,3600,Fashion & Retail,Lawrence Stroll,63.0,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,True,U,M,Stroll,Lawrence,,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
787,3600,Logistics,Tung Chee Chen,80.0,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,False,E,M,Tung,Chee Chen,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
787,3600,Food & Beverage,Wang Junlin,60.0,China,Chengdu,Liquor,Food & Beverage,China,True,D,M,Wang,Junlin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
787,3600,Automotive,Xia Zuoquan,61.0,China,Shenzhen,"Automobiles, batteries",Automotive,China,True,U,M,Xia,Zuoquan,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
787,3600,Technology,Zeng Fangqin,57.0,China,Shenzhen,Smartphone components,Technology,China,True,D,F,Zeng,Fangqin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
787,3600,Manufacturing,Zhang Jian,54.0,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,True,U,M,Zhang,Jian,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
818,3500,Fashion & Retail,Rocco Basilico,33.0,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,False,N,M,Basilico,Rocco,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
818,3500,Healthcare,Maurizio Billi,65.0,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,False,U,M,Billi,Maurizio,,4/4/2023 5:01,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Inherited Wealth
818,3500,Finance & Investments,Fashu Chen,62.0,China,Fuzhou,Investments,Finance & Investments,China,True,D,M,Chen,Fashu,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
818,3500,Manufacturing,Giuseppe Crippa & family,87.0,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,True,U,M,Crippa,Giuseppe,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
818,3500,Finance & Investments,Daniel D'Aniello,76.0,United States,Vienna,Private equity,Finance & Investments,United States,True,D,M,D'Aniello,Daniel,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Fashion & Retail,Claudio Del Vecchio,66.0,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,False,N,M,Del Vecchio,Claudio,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
818,3500,Fashion & Retail,Clemente Del Vecchio,18.0,Italy,Milan,Eyeglases,Fashion & Retail,Italy,False,N,M,Del Vecchio,Clemente,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Inherited Wealth
818,3500,Fashion & Retail,Leonardo Maria Del Vecchio,27.0,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,N,M,Del Vecchio,Leonardo Maria,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Inherited Wealth
818,3500,Fashion & Retail,Luca Del Vecchio,21.0,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,N,M,Del Vecchio,Luca,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Inherited Wealth
818,3500,Fashion & Retail,Marisa Del Vecchio,64.0,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,False,N,F,Del Vecchio,Marisa,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Inherited Wealth
818,3500,Fashion & Retail,Paola Del Vecchio,61.0,Luxembourg,Luxembourg,Eyeglasses,Fashion & Retail,Italy,False,N,F,Del Vecchio,Paola,,4/4/2023 5:01,115.09,1.7,71104919108.0,19.2,102.3,82.1,26.5,20.4,645397.0,49.815273,6.129583,Inherited Wealth
818,3500,Finance & Investments,Walter P.J. Droege,70.0,Germany,Dusseldorf,Investing,Finance & Investments,Germany,True,D,M,Droege,Walter P.J.,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
818,3500,Fashion & Retail,Fan Daidi,57.0,China,Xian,Skincare,Fashion & Retail,China,True,N,F,Fan ,Daidi,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
818,3500,Technology,Peter Gassner,58.0,United States,Pleasanton,Software,Technology,United States,True,U,M,Gassner,Peter,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Energy,Mikhail Gutseriev,65.0,Russia,Moscow,"Oil, coal, real estate",Energy,Russia,True,U,M,Gutseriev,Mikhail,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
818,3500,Manufacturing,Patrick Lee,81.0,Hong Kong,Hong Kong,Paper,Manufacturing,Hong Kong,True,D,M,Lee,Patrick,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
818,3500,Food & Beverage,Leng Youbin,54.0,China,Beijing,Infant formula,Food & Beverage,China,True,D,M,Leng,Youbin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
818,3500,Finance & Investments,Daniel Loeb,61.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,Loeb,Daniel,Investor,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Food & Beverage,Margarita Louis-Dreyfus & family,60.0,Switzerland,Davos,Commodities,Food & Beverage,Switzerland,False,D,F,Louis-Dreyfus,Margarita,President,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Inherited Wealth
818,3500,Healthcare,Prasert Prasarttong-Osoth,90.0,Thailand,Bangkok,Hospitals,Healthcare,Thailand,True,U,M,Prasarttong-Osoth,Prasert,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Self Made Billionaires
818,3500,Finance & Investments,Ira Rennert,88.0,United States,New York,Investments,Finance & Investments,United States,True,D,M,Rennert,Ira,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Fashion & Retail,Dirk Rossmann & family,76.0,Germany,Lower-Saxony,Drugstores,Fashion & Retail,Germany,True,U,M,Rossmann,Dirk,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
818,3500,Construction & Engineering,Arkady Rotenberg,71.0,Russia,Moscow,"Construction, pipes, banking",Construction & Engineering,Russia,True,U,M,Rotenberg,Arkady,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
818,3500,Fashion & Retail,Remo Ruffini,61.0,Italy,Como,Winter jackets,Fashion & Retail,Italy,True,U,M,Ruffini,Remo,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
818,3500,Healthcare,Karin Sartorius-Herbst,,Germany,Northeim,Biopharmaceuticals,Healthcare,Germany,False,U,F,Sartorius-Herbst,Karin,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
818,3500,Automotive,Vivek Chaand Sehgal,66.0,India,Delhi,Auto parts,Automotive,Australia,True,U,M,Sehgal,Vivek Chaand,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
818,3500,Finance & Investments,Scott Shleifer,45.0,United States,New York,Private equity,Finance & Investments,United States,True,D,M,Shleifer,Scott,Investor,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Technology,Thomas Siebel,70.0,United States,Woodside,Business software,Technology,United States,True,E,M,Siebel,Thomas,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Manufacturing,Wim van der Leegte & family,75.0,Netherlands,Eindhoven,Manufacturing,Manufacturing,Netherlands,False,U,M,van der Leegte,Wim,,4/4/2023 5:01,115.91,2.6,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,Inherited Wealth
818,3500,Diversified,Xiao Yongming & family,58.0,China,Beijing,Fertilizer,Diversified,China,True,D,M,Xiao,Yongming,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
818,3500,Technology,Michael Xie,54.0,United States,Los Altos Hills,Cybersecurity,Technology,United States,True,U,M,Xie,Michael,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
818,3500,Logistics,Yang Shaopeng,65.0,China,Qingdao,Shipping,Logistics,China,True,D,M,Yang,Shaopeng,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
818,3500,Fashion & Retail,Nicoletta Zampillo,65.0,Monaco,Monaco,Eyeglasses,Fashion & Retail,Italy,False,N,F,Zampillo,Nicoletta,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Inherited Wealth
818,3500,Manufacturing,Barry Zekelman,56.0,Canada,Windsor,Steel,Manufacturing,Canada,False,U,M,Zekelman,Barry,,4/4/2023 5:01,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Inherited Wealth
852,3400,Finance & Investments,William Ackman,56.0,United States,New York,Hedge funds,Finance & Investments,United States,True,U,M,Ackman,William,"Founder, CEO",4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
852,3400,Energy,Somphote Ahunai,55.0,Thailand,Bangkok,Renewable energy,Energy,Thailand,True,D,M,Ahunai,Somphote,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Self Made Billionaires
852,3400,Metals & Mining,Igor Altushkin,52.0,Russia,Yekaterinburg,Metals,Metals & Mining,Russia,True,U,M,Altushkin,Igor,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
852,3400,Food & Beverage,Ramon Ang,69.0,Philippines,Manila,Diversified,Food & Beverage,Philippines,True,U,M,Ang,Ramon,,4/4/2023 5:01,129.61,2.5,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017,Self Made Billionaires
852,3400,Food & Beverage,Acharya Balkrishna,50.0,India,Haridwar,Consumer goods,Food & Beverage,India,True,U,M,Balkrishna,Acharya,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
852,3400,Manufacturing,Markus Blocher,52.0,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,False,U,M,Blocher,Markus,,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Inherited Wealth
852,3400,Diversified,Richard Branson,72.0,British Virgin Islands,Necker Island,Virgin,Diversified,United Kingdom,True,D,M,Branson,Richard,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
852,3400,Finance & Investments,Cho Jung-ho,64.0,South Korea,Seoul,Finance,Finance & Investments,South Korea,False,U,M,Cho,Jung-ho,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Inherited Wealth
852,3400,Food & Beverage,Alessandra Garavoglia,63.0,Italy,Milan,Spirits,Food & Beverage,Italy,False,U,F,Garavoglia,Alessandra,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Inherited Wealth
852,3400,Fashion & Retail,Laurence Graff & family,84.0,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,United Kingdom,True,E,M,Graff,Laurence,,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
852,3400,Media & Entertainment,"Amos Hostetter, Jr.",86.0,United States,Boston,Cable television,Media & Entertainment,United States,True,D,M,Hostetter,Amos,Chair,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
852,3400,Sports,Robert Johnson,75.0,United States,Palm Beach,"Johnson & Johnson, sports",Sports,United States,False,N,M,Johnson,Robert ,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
852,3400,Finance & Investments,Steven Klinsky,66.0,United States,New York,Investments,Finance & Investments,United States,True,E,M,Klinsky,Steven,Founder & CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
852,3400,Fashion & Retail,William Lauder,62.0,United States,New York,Estee Lauder,Fashion & Retail,United States,False,D,M,Lauder,William,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
852,3400,Food & Beverage,John Middleton,68.0,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,False,E,M,Middleton,John,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
852,3400,Fashion & Retail,Hiroshi Mikitani,58.0,Japan,Tokyo,Online retail,Fashion & Retail,Japan,True,D,M,Mikitani,Hiroshi,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
852,3400,Technology,Bob Parsons,72.0,United States,Scottsdale,Web hosting,Technology,United States,True,E,M,Parsons,Bob,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
